symbol,name,currency,summary,category_group,category,family,exchange,isin,trading_days,last_price,avg_volume,avg_dollar_volume,liquidity_rank,asset_type,size_metric,market_bucket,candidate_status,candidate_fail_reasons
IVW,iShares S&P 500 Growth ETF,USD,"The investment seeks to track the investment results of the S&P 500 Growth IndexTM, which measures the performance of the large-capitalization growth sector of the U.S. equity market.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. It may invest the remainder of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the underlying index, but which BFA believes will help the fund track the underlying index.",Equities,Growth,BlackRock Asset Management,PCX,,124,126.33999633789062,3915795.967741935,470144523.6254846,75,ETF,16525271040.0,equity,PASS,
VGT,Vanguard Information Technology Index Fund ETF Shares,USD,"The investment seeks to track the performance of a benchmark index.
 The fund employs an indexing investment approach designed to track the performance of the MSCI US Investable Market Index/Information Technology 25/50, an index made up of stocks of large, mid-size, and small U.S. companies within the information technology sector, as classified under the Global Industry Classification Standard. The Advisor attempts to replicate the target index by seeking to invest all, or substantially all, of its assets in the stocks that make up the index, in order to hold each stock in approximately the same proportion as its weighting in the index. It is non-diversified.",Information Technology,Developed Markets,Vanguard Asset Management,PCX,,124,784.02001953125,541477.4193548387,402981823.761134,80,ETF,121284206592.0,equity,PASS,
INDA,iShares MSCI India ETF,USD,"The investment seeks to track the investment results of the MSCI India Index composed of Indian equities.
 The fund generally will collectively invest at least 90% of the fund&#39;s assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index measures the performance of equity securities of companies whose market capitalization, as calculated by the index provider, represents the large and mid-capitalization segments of the Indian securities market. The fund is non-diversified.",Equities,Emerging Markets,BlackRock Asset Management,BTS,,124,49.97999954223633,7728691.129032258,398792995.4062031,81,ETF,6745649664.0,equity,PASS,
VTWO,Vanguard Russell 2000 Index Fund ETF Shares,USD,"The investment seeks to track the performance of a benchmark index that measures the investment return of small-capitalization stocks in the United States.
 The fund employs an indexing investment approach designed to track the performance of the Russell 2000Â® Index. The index is designed to measure the performance of small-capitalization stocks in the United States. The advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index.",Financials,Small Cap,Vanguard Asset Management,NMS,,124,108.83999633789062,3741835.483870968,382717305.7916026,83,ETF,14520372224.0,equity,PASS,
VNQ,Vanguard Real Estate Index Fund ETF Shares,USD,"The investment seeks to provide a high level of income and moderate long-term capital appreciation by tracking the performance of the MSCI US Investable Market Real Estate 25/50 Index that measures the performance of publicly traded equity REITs and other real estate-related investments.
 The advisor attempts to track the index by investing all, or substantially all, of its assets-either directly or indirectly through a wholly owned subsidiary, which is itself a registered investment company-in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index. The fund is non-diversified.",Real Estate,REITs,Vanguard Asset Management,PCX,,124,94.29000091552734,3994151.6129032257,358221199.03085154,84,ETF,34904367104.0,equity,PASS,
EWT,iShares MSCI Taiwan ETF,USD,"The investment seeks to track the investment results of the MSCI Taiwan 25/50 Index.
 The fund will at all times invest at least 80% of its assets in the securities of its underlying index and in depositary receipts representing securities in its underlying index. The index is designed to measure the performance of the large- and mid-cap segments of the Taiwanese market. A capping methodology is applied that limits the weight of any single issuer to a maximum of 25% of the underlying index. The fund is non-diversified.",Equities,Emerging Markets,BlackRock Asset Management,PCX,,124,80.73999786376953,5215772.580645162,357319468.5505836,85,ETF,6862899712.0,equity,PASS,
XLRE,The Real Estate Select Sector SPDR Fund,USD,"The investment seeks to provide investment results that, before expenses, correspond generally to the price and yield performance of publicly traded equity securities of companies in the Real Estate Select Sector Index (the ""index"").
 Under normal market conditions, the fund generally invests substantially all, but at least 95%, of its total assets in the securities comprising the index. The index includes securities of companies from the following industries: real estate management and development and REITs, excluding mortgage REITs. The fund is non-diversified.",Real Estate,REITs,State Street Global Advisors,PCX,,124,43.40999984741211,8645918.548387097,356308653.37335217,86,ETF,7306239488.0,equity,PASS,
OEF,iShares S&P 100 ETF,USD,"The investment seeks to track the investment results of the S&P 100Â®, which measures the performance of the large-capitalization sector of the U.S. equity market.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. It may invest the remainder of its assets in certain futures, options and swap contracts, cash and cash equivalents, including shares of money market funds advised by BFA or its affiliates, as well as in securities not included in the underlying index, but which the advisor believes will help the fund track the underlying index.",Financials,Large Cap,BlackRock Asset Management,PCX,,124,345.1199951171875,1021706.4516129032,338121794.24089,89,ETF,13459680256.0,equity,PASS,
VONG,Vanguard Russell 1000 Growth Index Fund ETF Shares,USD,"The investment seeks to track the performance of the Russell 1000Â® Growth Index.
 The index is designed to measure the performance of large-capitalization growth stocks in the United States. The Advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index. The fund may become non-diversified, as defined under the Investment Company Act of 1940, solely as a result of a change in relative market capitalization or index weighting of one or more constituents of the index.",Financials,Growth,Vanguard Asset Management,NMS,,124,120.6500015258789,2775600.806451613,326830099.1807261,91,ETF,44948783104.0,equity,PASS,
COPX,Global X Copper Miners ETF,USD,"The investment seeks to provide investment results that correspond generally to the price and yield performance, before fees and expenses, of the Solactive Global Copper Miners Total Return Index.
 The fund invests at least 80% of its total assets in the securities of the underlying index and in American Depositary Receipts (""ADRs"") and Global Depositary Receipts (""GDRs"") based on the securities in the underlying index. The underlying index is designed to measure broad-based equity market performance of global companies involved in the copper mining industry. The fund is non-diversified.",Materials,Materials,Global X Funds,PCX,,124,86.08000183105469,4096495.1612903224,322932229.43061703,92,ETF,6707480576.0,equity,PASS,
IBB,iShares Nasdaq Biotechnology ETF,USD,"The investment seeks to track the investment results of the NASDAQ Biotechnology Index, which contains securities of companies listed on NASDAQ that are classified according to the Industry Classification Benchmark as either biotechnology or pharmaceuticals and that also meet other eligibility criteria determined by Nasdaq, Inc.
 The fund generally invests at least 90% of its assets in securities of the index and in depositary receipts representing securities of the index. It may invest the remainder of its assets in certain futures, options and swap contracts, cash and cash equivalents. It is non-diversified.",Health Care,Developed Markets,BlackRock Asset Management,NMS,,124,175.99000549316406,1908880.6451612904,320304345.0918505,93,ETF,12266503168.0,equity,PASS,
SGOL,Aberdeen Standard Gold ETF Trust,USD,"The investment seeks to reflect the performance of the price of gold bullion, less the Trustâs expenses.
 The Shares are intended to constitute a simple and cost-effective means of making an investment similar to an investment in gold. An investment in physical gold requires expensive and sometimes complicated arrangements in connection with the assay, transportation, warehousing and insurance of the metal. Although the Shares are not the exact equivalent of an investment in gold, they provide investors with an alternative that allows a level of participation in the gold market through the securities market.",Commodities,,Aberdeen Standard Investments,PCX,,124,45.68000030517578,6904816.129032258,303128933.83258694,96,ETF,7866952704.0,commodity,PASS,
JEPI,JPMorgan Equity Premium Income ETF,USD,"The investment seeks current income while maintaining prospects for capital appreciation.
 The fund seeks to provide the majority of the returns associated with its primary benchmark, the Standard & Poor&#39;s 500 Total Return Index (S&P 500 Index), while exposing investors to less risk through lower volatility and still offering incremental income. Under normal circumstances, the fund invests at least 80% of its assets in equity securities. It may also invest in other equity securities not included in the S&P 500 Index.",Financials,Developed Markets,JPMorgan Asset Management,PCX,,124,57.61000061035156,5338408.870967742,301816306.8427578,97,ETF,43964334080.0,equity,PASS,
VGK,Vanguard FTSE Europe Index Fund ETF Shares,USD,"The investment seeks to track the performance of a benchmark index that measures the investment return of stocks issued by companies located in the major markets of Europe.
 The fund employs an indexing investment approach by investing all, or substantially all, of its assets in the common stocks included in the FTSE Developed Europe All Cap Index. The index is a market-capitalization-weighted index.",Equities,Developed Markets,Vanguard Asset Management,PCX,,124,88.02999877929688,3581557.2580645164,298678906.35503954,98,ETF,24832645120.0,equity,PASS,
SIL,Global X Silver Miners ETF,USD,"The investment seeks to provide investment results that correspond generally to the price and yield performance, before fees and expenses, of the Solactive Global Silver Miners Total Return Index.
 The fund invests at least 80% of its total assets in the securities of the underlying index and in American Depositary Receipts (""ADRs"") and Global Depositary Receipts (""GDRs"") based on the securities in the underlying index. The underlying index is designed to measure broad-based equity market performance of global companies involved in the silver mining industry. The fund is non-diversified.",Materials,Materials,Global X Funds,PCX,,124,97.58999633789062,3274415.3225806453,295490605.6173386,101,ETF,5131136000.0,commodity,PASS,
SIVR,Aberdeen Standard Physical Silver Shares ETF,USD,"The investment seeks to track the price of physical silver bullion (Silver ETPs).
 The shares are intended to constitute a simple and cost-effective means of making an investment similar to an investment in silver. An investment in physical silver requires expensive and sometimes complicated arrangements in connection with the assay, transportation, warehousing and insurance of the metal. Although the shares are not the exact equivalent of an investment in silver, they provide investors with an alternative that allows a level of participation in the silver market through the securities market.",Commodities,,Aberdeen Standard Investments,PCX,,124,75.5,3790380.64516129,283850421.5802654,103,ETF,4970486784.0,commodity,PASS,
SILJ,ETFMG Prime Junior Silver Miners ETF,USD,"The investment seeks investment results that, before fees and expenses, correspond generally to thetotal return performance of the Prime Junior Silver Miners & Explorers Index.
 The index tracks the performance of the equity securities (or corresponding American Depositary Receipts (""ADRs"") or Global Depositary Receipts (""GDRs"")) of small-capitalization companies actively engaged in silver refining, mining, or exploration (""Junior Silver Companies""). The fund invests at least 80% of its total assets in the component securities of the index and in ADRs and GDRs based on the component securities in the index. The fund is non-diversified.",Materials,Materials,ETF Management,PCX,,124,31.88999938964844,9152934.677419355,276113507.0799305,104,ETF,4027863296.0,commodity,PASS,
VEU,Vanguard FTSE All-World ex-US Index Fund ETF Shares,USD,"The investment seeks to track the performance of a benchmark index that measures the investment return of stocks of companies located in developed and emerging markets outside of the United States.
 The fund employs an indexing investment approach designed to track the performance of the FTSE All-World ex US Index. The advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index.",Real Estate,Developed Markets,Vanguard Asset Management,PCX,,124,80.48999786376953,3648478.2258064514,276090705.256499,105,ETF,37239341056.0,equity,PASS,
IWR,iShares Russell Mid-Cap ETF,USD,"The investment seeks to track the investment results of the Russell Midcap Index, which measures the performance of the mid-capitalization sector of the U.S. equity market.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. It may invest the remainder of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the underlying index, but which the advisor believes will help the fund track the underlying index.",Equities,Mid Cap,BlackRock Asset Management,PCX,,124,102.26000213623048,2742337.9032258065,268095833.45227396,106,ETF,35755208704.0,equity,PASS,
URA,Global X Uranium ETF,USD,"The investment seeks to provide investment results that correspond generally to the price and yield performance, before fees and expenses, of the Solactive Global Uranium & Nuclear Components Total Return Index.
 The fund invests at least 80% of its total assets in the securities of the underlying index and in American Depositary Receipts (""ADRs"") and Global Depositary Receipts (""GDRs"") based on the securities in the underlying index. The underlying index is designed to measure broad based equity market performance of global companies involved in the uranium industry. The fund is non-diversified.",Materials,Developed Markets,Global X Funds,PCX,,124,54.84000015258789,5276475.0,263317022.5834723,107,ETF,6505265152.0,equity,PASS,
IVE,iShares S&P 500 Value ETF,USD,"The investment seeks to track the investment results of the S&P 500 Value IndexTM, which measures the performance of the large-capitalization value sector of the U.S. equity market.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. It may invest the remainder of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the underlying index, but which the advisor believes will help the fund track the underlying index.",Equities,Value,BlackRock Asset Management,PCX,,124,218.0099945068359,1233208.8709677418,260902961.7709006,109,ETF,28984428544.0,equity,PASS,
IYW,iShares U.S. Technology ETF,USD,"The investment seeks to track the investment results of the Dow Jones U.S. Technology Capped Index.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. The underlying index measures the performance of U.S. companies in the technology sector. The fund is non-diversified.",Information Technology,Technology,BlackRock Asset Management,PCX,,124,205.22999572753903,1350269.3548387096,260861186.4598305,110,ETF,4237999360.0,equity,PASS,
SCHB,Schwab U.S. Broad Market ETF,USD,"The investment seeks to track as closely as possible, before fees and expenses, the total return of the Dow Jones U.S. Broad Stock Market Index.
 To pursue its goal, the fund generally invests in stocks that are included in the index. The index includes the largest 2,500 publicly traded U.S. companies for which pricing information is readily available. The fund will invest at least 90% of its net assets in these stocks. It may invest up to 10% of its net assets in securities not included in the index.",Financials,Large Cap,Schwab ETFs,PCX,,124,27.010000228881836,9665991.129032258,250923590.7035305,112,ETF,36927254528.0,equity,PASS,
VYM,Vanguard High Dividend Yield Index Fund ETF Shares,USD,"The investment seeks to track the performance of a benchmark index that measures the investment return of common stocks of companies that are characterized by high dividend yield.
 The fund employs an indexing investment approach designed to track the performance of the FTSE High Dividend Yield Index, which consists of common stocks of companies that pay dividends that generally are higher than average. The adviser attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index.",Financials,Value,Vanguard Asset Management,PCX,,124,153.0500030517578,1700929.838709677,247920705.1206527,113,ETF,88722817024.0,equity,PASS,
DYNF,BlackRock U.S. Equity Factor Rotation ETF,USD,"The investment seeks to outperform the investment results of the large- and mid-capitalization U.S. equity markets by providing diversified and tactical exposure to style factors via a factor rotation model.
 The fund seeks to achieve its investment objective by investing, under normal circumstances, at least 80% of its net assets plus the amount of any borrowings for investment purposes in U.S. listed common stock of large- and mid-capitalization companies selected based on a proprietary Factor Rotation model developed by BFA and its affiliates. It is non-diversified.",Financials,Large Cap,BlackRock Asset Management,PCX,,124,62.91999816894531,4097727.419354839,246177628.40633085,114,ETF,30008514560.0,equity,PASS,
SPDW,SPDR Portfolio Developed World ex-US ETF,USD,"The investment seeks investment results that, before fees and expenses, correspond generally to the total return performance of the S&P Developed Ex-U.S. BMI Index.
 The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index and in depositary receipts based on securities comprising the index. The index is a market capitalization weighted index designed to define and measure the investable universe of publicly traded companies domiciled in developed countries outside the United States.",Financials,Developed Markets,State Street Global Advisors,PCX,,124,48.880001068115234,5161835.483870967,234991670.79376405,118,ETF,35649814528.0,equity,PASS,
USMV,iShares MSCI USA Min Vol Factor ETF,USD,"The investment seeks the investment results of the MSCI USA Minimum Volatility (USD) Index.
 The fund will invest at least 90% of its assets in the component securities of the index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The index measures the performance of large and mid-capitalization equity securities listed on stock exchanges in the U.S. that, in the aggregate, have lower volatility relative to the large- and mid-cap U.S. equity market.",Equities,Large Cap,BlackRock Asset Management,BTS,,124,93.94000244140624,2470980.64516129,232411652.58852437,119,ETF,22560100352.0,equity,PASS,
VO,Vanguard Mid-Cap Index Fund ETF Shares,USD,"The investment seeks to track the performance of the CRSP US Mid Cap Index that measures the investment return of mid-capitalization stocks.
 The fund employs an indexing investment approach designed to track the performance of the CRSP US Mid Cap Index, a broadly diversified index of stocks of mid-size U.S. companies. The advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index.",Financials,Mid Cap,Vanguard Asset Management,PCX,,124,301.9100036621094,791190.3225806452,231791106.7842545,120,ETF,46485987328.0,equity,PASS,
EMXC,iShares MSCI Emerging Markets ex China ETF,USD,"The investment seeks to track the investment results of the MSCI Emerging Markets ex China Index (the ""underlying index"").
 The fund generally will invest at least 90% of its assets in the component securities (including indirect investments through an underlying fund) of the underlying index. The underlying index is a free float-adjusted market capitalization weighted index that captures large- and mid-capitalization stocks across 25 of the 26 Emerging Markets countries (as defined by MSCI Inc. (the ""index provider"" or ""MSCI"")), excluding China.",Financials,Emerging Markets,BlackRock Asset Management,NGM,,124,87.68000030517578,2914387.0967741935,228048657.46732527,121,ETF,17542797312.0,equity,PASS,
EFV,iShares MSCI EAFE Value ETF,USD,"The investment seeks to track the investment results of the MSCI EAFE Value Index composed of developed market equities, excluding the U.S. and Canada, that exhibit value characteristics.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. The underlying index is a subset of the MSCI EAFE Index. Constituents of the underlying index include securities from Europe, Australasia and the Far East.",Equities,Value,BlackRock Asset Management,BTS,,124,78.25,3136360.483870968,227323529.1637728,122,ETF,28638212096.0,equity,PASS,
IXUS,iShares Core MSCI Total International Stock ETF,USD,"The investment seeks to track the investment results of the MSCI ACWI ex USA IMI composed of large-, mid- and small-capitalization non-U.S. equities.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index is a free float-adjusted market capitalization index designed to measure the combined equity market performance of developed and emerging markets countries, excluding the United States.",Equities,Factors,BlackRock Asset Management,NMS,,124,92.93000030517578,2605970.9677419355,226573616.2315861,124,ETF,51986108416.0,equity,PASS,
SCHH,Schwab U.S. REIT ETF,USD,"The investment seeks to track as closely as possible, before fees and expenses, the total return of the Dow Jones Equity All REIT Capped Index, which is composed of U.S. real estate investment trusts classified as equities.
 The index excludes mortgage REITs, defined as REITs that lend money directly to real estate owners and/or operators or indirectly through the purchase of mortgages or mortgage-backed securities, and hybrid REITs, defined as REITs that participate both in equity and mortgage investing. It is the fundâs policy that under normal circumstances it will invest at least 90% of its net assets in securities included in the index.",Real Estate,REITs,Schwab ETFs,PCX,,124,22.8799991607666,10326016.129032258,220890581.66930905,127,ETF,9150117888.0,equity,PASS,
ITA,iShares U.S. Aerospace & Defense ETF,USD,"The investment seeks to track the investment results of the Dow Jones U.S. Select Aerospace & Defense Index composed of U.S. equities in the aerospace and defense sector.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. The underlying index measures the performance of the aerospace and defense sector of the U.S. equity market. Aerospace companies in the index include manufacturers, assemblers and distributors of aircraft and aircraft parts. The fund is non-diversified.",Industrials,Value,BlackRock Asset Management,BTS,,124,234.0,919008.0645161292,208910011.6827688,129,ETF,13488702464.0,equity,PASS,
MTUM,iShares MSCI USA Momentum Factor ETF,USD,"The investment seeks to track the investment results of the MSCI USA Momentum SR Variant Index.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The index consists of stocks exhibiting relatively higher momentum characteristics from the traditional market capitalization-weighted parent index, the MSCI USA Index, as determined by MSCI Inc.",Information Technology,Large Cap,BlackRock Asset Management,BTS,,124,269.989990234375,834438.7096774194,208123041.74457672,132,ETF,20236066816.0,equity,PASS,
SPYV,SPDR Portfolio S&P 500 Value ETF,USD,"The investment seeks to provide investment results that, before fees and expenses, correspond generally to the total return performance of the S&P 500 Value Index that tracks the performance of large capitalization exchange traded U.S. equity securities exhibiting ""value"" characteristics.
 The fund employs a sampling strategy in seeking to track the performance of the S&P 500 Value Index. It generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index measures the performance of the large-capitalization value segment of the U.S. equity market.",Equities,Value,State Street Global Advisors,PCX,,124,58.40999984741211,3632704.032258065,206494045.3417778,133,ETF,5216182272.0,equity,PASS,
SPMO,Invesco S&P 500 Momentum ETF,USD,"The investment seeks to track the investment results (before fees and expenses) of the S&P 500 Momentum Index (the ""underlying index"").
 The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. The underlying index is designed to track the performance of approximately 100 stocks in the S&P 500Â® Index that have the highest ""momentum score."" In general, momentum is the tendency of an investment to exhibit persistence in its relative performance; a ""momentum style"" of investing emphasizes investing in securities that have had better recent performance compared to other securities. It is non-diversified.",Financials,Large Cap,Invesco Investment Management,PCX,,124,126.58000183105467,1711172.5806451612,202623951.28858012,135,ETF,12323705856.0,equity,PASS,
